商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,2000,千克,4,头,248939.0
1029090,其他牛，改良种用除外,654491,千克,1005,头,28063571.0
1039120,其他猪，10kg≤重量＜50kg，改良种用除外,5996,千克,120,头,157500.0
1039200,其他猪，重量≥50kg，改良种用除外,9956109,千克,85986,头,212827994.0
1051190,其他鸡，改良种用除外，重量≤185g,11728,千克,235900,只,922403.0
1061490,"其他家兔及野兔,改良种用除外",1692,千克,614,只,436166.0
1061910,其他改良种用哺乳动物,1950,千克,195,只,1347877.0
1061990,"未列名哺乳动物,改良种用除外",6353,千克,10629,只,16611370.0
1062020,食用爬行动物,22541,千克,20597,只,1257683.0
1062090,未列名爬行动物,1109,千克,111573,只,744080.0
1064910,改良种用昆虫,24,千克,30000,只,4124.0
1064990,"其他昆虫,改良种用除外",2495,千克,4008680,只,163082.0
1069090,"其他活动物,改良种用除外",59785,千克,471550,只,487746.0
2023000,冻去骨牛肉,204,千克,0,?,15323.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,534407,千克,0,?,15062278.0
2031900,其他鲜或冷的猪肉,99402,千克,0,?,2615465.0
2032110,冻整头及半头乳猪肉,25000,千克,0,?,1050960.0
2032190,其他冻整头及半头猪肉,88000,千克,0,?,2137828.0
2032200,冻带骨猪前腿、猪后腿及其肉块,25000,千克,0,?,1094750.0
2032900,其他冻猪肉,1025875,千克,0,?,31052038.0
2044100,冻整头及半头绵羊肉,2656,千克,0,?,267095.0
2044200,冻带骨绵羊肉,77775,千克,0,?,6460701.0
2044300,冻去骨绵羊肉,54593,千克,0,?,4756000.0
2050000,鲜、冷、冻的马、驴、骡肉,17601,千克,0,?,2118384.0
2062900,其他冻牛杂碎,3300,千克,0,?,32579.0
2064100,冻猪肝,15000,千克,0,?,128743.0
2069000,其他冻杂碎（牛、猪杂碎除外）,125975,千克,0,?,2421988.0
2071100,整只鸡，鲜或冷的,5586942,千克,0,?,145392075.0
2071200,整只鸡，冻的,231650,千克,0,?,4808866.0
2071311,鲜或冷的带骨鸡块,155880,千克,0,?,4310367.0
2071319,鲜或冷的其他鸡块,353,千克,0,?,10388.0
