商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1029090,其他牛，改良种用除外,913630,千克,1458,头,32143153.0
1039120,其他猪，10kg≤重量＜50kg，改良种用除外,49076,千克,1048,头,1621471.0
1039200,其他猪，重量≥50kg，改良种用除外,14898420,千克,129768,头,245703733.0
1042090,其他山羊，改良种用除外,3060,千克,110,头,169250.0
1051190,其他鸡，改良种用除外，重量≤185g,11336,千克,242240,只,791727.0
1061190,其他灵长目动物，改良种用除外,3341,千克,1188,只,12709735.0
1061490,"其他家兔及野兔,改良种用除外",924,千克,339,只,291954.0
1061910,其他改良种用哺乳动物,582,千克,49,只,878000.0
1061990,"未列名哺乳动物,改良种用除外",4796,千克,6478,只,3089988.0
1062020,食用爬行动物,48381,千克,37507,只,3666749.0
1062090,未列名爬行动物,2091,千克,134425,只,458063.0
1064990,"其他昆虫,改良种用除外",3670,千克,3188000,只,87342.0
1069090,"其他活动物,改良种用除外",9074,千克,147000,只,249175.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,245890,千克,0,?,7423907.0
2031900,其他鲜或冷的猪肉,280937,千克,0,?,8334494.0
2032190,其他冻整头及半头猪肉,50800,千克,0,?,1633950.0
2032900,其他冻猪肉,1373500,千克,0,?,44778274.0
2044200,冻带骨绵羊肉,26920,千克,0,?,2069178.0
2044300,冻去骨绵羊肉,18610,千克,0,?,1175333.0
2045000,山羊肉,29000,千克,0,?,2119050.0
2050000,鲜、冷、冻的马、驴、骡肉,9251,千克,0,?,1003271.0
2062900,其他冻牛杂碎,5000,千克,0,?,21926.0
2069000,其他冻杂碎（牛、猪杂碎除外）,25820,千克,0,?,309217.0
2071100,整只鸡，鲜或冷的,5845650,千克,0,?,136729762.0
2071200,整只鸡，冻的,333835,千克,0,?,6942329.0
2071311,鲜或冷的带骨鸡块,130974,千克,0,?,3493122.0
2071329,鲜或冷的其他鸡杂碎,14729,千克,0,?,343679.0
2071411,带骨的冻鸡块,1902402,千克,0,?,28746124.0
2071419,其他冻鸡块,6443785,千克,0,?,105218601.0
2071421,冻鸡翼（不包括翼尖）,169620,千克,0,?,6155317.0
2071429,其他冻鸡杂碎,49020,千克,0,?,201860.0
2074100,鲜或冷的整只鸭,2009763,千克,0,?,32095234.0
2074200,整只冻鸭,314368,千克,0,?,3963185.0
2074400,鲜或冷的鸭块及杂碎,14320,千克,0,?,220370.0
2074500,冻的鸭块及杂碎,1040034,千克,0,?,12597192.0
2075100,鲜或冷的整只鹅,1041968,千克,0,?,35067511.0
2075200,整只冻鹅,36,千克,0,?,1477.0
2075400,鲜或冷的鹅块及杂碎,4140,千克,0,?,87703.0
2081020,冻兔肉，不包括兔头,233430,千克,0,?,7025539.0
2089010,鲜、冷、冻的乳鸽肉及食用杂碎,291392,千克,0,?,9793709.0
2089090,其他鲜、冷、冻的肉及食用杂碎,448,千克,0,?,222111.0
2101200,干、熏、盐腌或盐渍猪腹肉（五花肉）,1590,千克,0,?,50288.0
2101900,其他干、熏、盐腌或盐渍猪肉,4489,千克,0,?,349267.0
2109900,其他干、熏、盐腌或盐渍肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,32070,千克,0,?,699899.0
3011100,淡水观赏鱼,43877,千克,0,?,2628318.0
3019210,鳗鱼苗,1,千克,0,?,112834.0
3019290,其他活鳗鱼，鱼苗除外,688977,千克,0,?,128406110.0
3019390,"其他活鲤科鱼, 鱼苗除外",1462867,千克,0,?,31553000.0
3019911,鲈鱼苗,15150,千克,0,?,3623454.0
3019919,其他鱼苗,253129,千克,0,?,26167456.0
3019991,活罗非鱼,28866,千克,0,?,474023.0
3019992,活?,21900,千克,0,?,2544031.0
3019993,其他活鲤科鱼,449232,千克,0,?,10066732.0
3019999,其他活鱼,3249114,千克,0,?,120693557.0
3022300,鲜或冷的鳎鱼,15686,千克,0,?,819210.0
3022900,其他鲜或冷的比目鱼,670,千克,0,?,27254.0
3024500,鲜或冷的对称竹荚鱼、新西兰竹荚鱼及竹荚鱼,3050,千克,0,?,92723.0
3024600,鲜或冷的军曹鱼,4482,千克,0,?,207515.0
3024900,鲜或冷的印度鲭、马鲛鱼、?鱼、银鲳、秋刀鱼、圆?、多春鱼、鲔鱼、狐鲣、枪鱼 、旗鱼、四鳍旗鱼,15555,千克,0,?,1090728.0
3025100,鲜或冷的鳕鱼,84560,千克,0,?,916924.0
3027300,鲜或冷的鲤科鱼,3566,千克,0,?,90857.0
3027400,鲜或冷的鳗鱼,65532,千克,0,?,3259168.0
3027900,鲜或冷的尼罗河鲈鱼及黑鱼,20,千克,0,?,608.0
3028200,鲜或冷的?鱼及鳐鱼,41660,千克,0,?,1202893.0
3028400,鲜或冷的尖吻鲈鱼,350,千克,0,?,10405.0
3028910,鲜或冷的带鱼,11265,千克,0,?,496091.0
3028920,鲜或冷的黄鱼,429703,千克,0,?,18853388.0
3028930,鲜或冷的鲳鱼,81378,千克,0,?,3432152.0
3028990,其他鲜或冷的鱼,617950,千克,0,?,19538486.0
3029100,鲜或冷的鱼肝、鱼卵及鱼精,1950,千克,0,?,125826.0
3029900,其他鲜或冷的可食用鱼杂碎,2880,千克,0,?,19685.0
3031200,其他冻大麻哈鱼,469284,千克,0,?,6455168.0
3031300,冻大西洋鲑鱼及多瑙哲罗鱼,8672,千克,0,?,510617.0
3031400,冻鳟鱼,44022,千克,0,?,1984312.0
3031900,其他冻鲑科鱼,97078,千克,0,?,3083311.0
3032300,冻罗非鱼,10461949,千克,0,?,146439079.0
3032400,冻鲶鱼,350360,千克,0,?,7982892.0
3032500,冻鲤科鱼,17089,千克,0,?,752237.0
3032600,冻鳗鱼,22873,千克,0,?,2400350.0
3032900,冻尼罗河鲈鱼及黑鱼,3000,千克,0,?,77016.0
3033110,冻格陵兰庸鲽鱼,322852,千克,0,?,17435688.0
3033190,其他冻庸鲽鱼,44977,千克,0,?,2482967.0
3033200,冻鲽鱼,750,千克,0,?,65963.0
3033300,冻鳎鱼,82080,千克,0,?,2960741.0
3033900,其他冻比目鱼,1910251,千克,0,?,38317881.0
3034100,冻长鳍金枪鱼,1217612,千克,0,?,33600125.0
3034200,冻黄鳍金枪鱼,1515360,千克,0,?,62487980.0
3034300,冻鲣鱼或狐鲣,4300770,千克,0,?,81272858.0
3034400,冻大眼金枪鱼,656741,千克,0,?,33226843.0
3034900,其他冻金枪鱼,29378,千克,0,?,240494.0
3035100,冻鲱鱼,1175200,千克,0,?,4602005.0
3035300,冻的沙丁鱼、小沙丁鱼属、黍鲱或西鲱,5895004,千克,0,?,67935576.0
3035400,冻鲭鱼,30399202,千克,0,?,372137257.0
3035500,冻的对称竹荚鱼、新西兰竹荚鱼及竹荚鱼,54000,千克,0,?,362882.0
3035700,冻剑鱼,334033,千克,0,?,14072656.0
3035900,冻的?鱼、印度鲭、马鲛鱼、?鱼、银鲳、秋刀鱼、圆?、多春鱼、鲔鱼、狐鲣、枪鱼 、旗鱼、四鳍旗鱼,12692814,千克,0,?,257156047.0
3036300,冻鳕鱼,86600,千克,0,?,765219.0
3036600,冻狗鳕鱼,124992,千克,0,?,1896303.0
3036700,冻狭鳕鱼,1697279,千克,0,?,10930981.0
3036800,冻蓝鳕鱼,28510,千克,0,?,371538.0
3038100,冻角鲨及其他鲨鱼,103485,千克,0,?,5180114.0
3038200,冻?鱼及鳐鱼,31585,千克,0,?,515745.0
3038400,冻尖吻鲈鱼,24000,千克,0,?,1128907.0
3038910,冻带鱼,553154,千克,0,?,23624582.0
3038920,冻黄鱼,2189539,千克,0,?,115526021.0
3038930,冻鲳鱼,545497,千克,0,?,23857992.0
3038990,未列名冻鱼,20184488,千克,0,?,354139677.0
3039100,冻的鱼肝、鱼卵及鱼精,196848,千克,0,?,17907288.0
3039900,其他冻的可食用鱼杂碎,106154,千克,0,?,11193028.0
3043900,鲜或冷的鲤科鱼、鳗鱼及黑鱼鱼片,82645,千克,0,?,2154613.0
3045100,鲜或冷的罗非鱼、鲶鱼、鳗鱼尼罗河鲈鱼及黑鱼鱼肉,187578,千克,0,?,5508927.0
3045900,其他鲜或冷的鱼肉,6444,千克,0,?,78914.0
3046100,冻罗非鱼鱼片,7369665,千克,0,?,167154131.0
3046211,冻斑点叉尾?鱼鱼片,59247,千克,0,?,2615364.0
3046290,其他冻鲶鱼鱼片,8790,千克,0,?,88662.0
3046300,冻尼罗河鲈鱼鱼片,15324,千克,0,?,948055.0
3046900,冻鲤科鱼、鳗鱼及黑鱼鱼片,123366,千克,0,?,12051546.0
3047100,冻鳕鱼鱼片,9797485,千克,0,?,454464749.0
3047200,冻黑线鳕鱼鱼片,2075906,千克,0,?,85708622.0
3047300,冻绿青鳕鱼鱼片,681023,千克,0,?,23435977.0
3047400,冻狗鳕鱼鱼片,1098351,千克,0,?,23770913.0
3047500,冻狭鳕鱼鱼片,25360681,千克,0,?,500396372.0
3047900,其他冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼片,981927,千克,0,?,23428044.0
3048100,冻的大麻哈鱼、大西洋鲑鱼及多瑙哲罗鱼鱼片,7766459,千克,0,?,345068301.0
3048200,冻鳟鱼鱼片,46752,千克,0,?,5761064.0
3048300,冻比目鱼鱼片,5491278,千克,0,?,218193377.0
3048400,冻剑鱼鱼片,12129,千克,0,?,1710029.0
3048600,冻鲱鱼鱼片,73441,千克,0,?,1234742.0
3048700,冻的金枪鱼、鲣鱼或狐鲣鱼片,982377,千克,0,?,57812979.0
3048800,冻的角鲨、其他鲨鱼、?鱼及鳐鱼鱼片,258359,千克,0,?,14104624.0
3048900,其他冻鱼片,9718744,千克,0,?,319911309.0
3049100,冻剑鱼鱼肉,6018,千克,0,?,334115.0
3049300,冻的罗非鱼、鲶鱼、鳗鱼尼罗河鲈鱼及黑鱼鱼肉,4000,千克,0,?,23150.0
3049400,冻狭鳕鱼鱼肉,825283,千克,0,?,15470843.0
3049500,冻的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼肉,871728,千克,0,?,36040266.0
3049600,冻的角鲨及其他鲨鱼鱼肉,222484,千克,0,?,9520340.0
3049900,其他冻鱼肉,3587578,千克,0,?,149534236.0
3051000,适合供人食用的鱼的细粉、粗粉及团粒,2106961,千克,0,?,26441269.0
3052000,干、熏、盐腌或盐渍的鱼肝、鱼卵及鱼精,351481,千克,0,?,23556905.0
3053100,干、盐腌或盐渍的罗非鱼、鲶鱼、鲤科鱼、鳗鱼、尼罗河鲈鱼及黑鱼鱼片,17012,千克,0,?,3362122.0
3053200,干、盐腌或盐渍的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼鱼片,2810393,千克,0,?,77156423.0
3053900,其他干、盐腌或盐渍的鱼片,305265,千克,0,?,11414350.0
3054110,熏大西洋鲑鱼,36604,千克,0,?,3824638.0
3054120,熏大麻哈鱼及多瑙哲罗鱼,4824,千克,0,?,542165.0
3054300,熏鳟鱼,55349,千克,0,?,6367372.0
3054900,其他熏鱼,224397,千克,0,?,10434258.0
3055100,干鳕鱼,131440,千克,0,?,7439573.0
3055300,干的犀鳕科、多丝真鳕科、鳕科、长尾鳕科、黑鳕科、无须鳕科、深海鳕科及南极鳕科鱼,53784,千克,0,?,3902448.0
3055400,干的鲱鱼、?鱼、沙丁鱼、小沙丁鱼属、黍鲱或西鲱、鲭鱼、印度鲭、马鲛鱼、竹荚鱼、?鱼、军曹鱼、银鲳、秋刀鱼、、多春鱼、剑鱼、鲔鱼、狐鲣、枪鱼 、旗鱼、四鳍旗鱼,224639,千克,0,?,5990881.0
3055990,其他干鱼,1278400,千克,0,?,76115238.0
3056200,盐腌及盐渍的鳕鱼,439657,千克,0,?,17918769.0
3056910,盐腌及盐渍的带鱼,120,千克,0,?,5023.0
3056990,未列名盐腌及盐渍的鱼,173526,千克,0,?,4071977.0
3057100,鲨鱼翅,16075,千克,0,?,8227735.0
3057200,鱼头、鱼尾、鱼鳔,30509,千克,0,?,3839720.0
3057900,其他鱼鳍及其他可食用杂碎,93847,千克,0,?,2194091.0
3061100,冻的岩礁虾和其他龙虾,17690,千克,0,?,1732679.0
3061200,冻鳌龙虾,2100,千克,0,?,88775.0
3061410,冻梭子蟹,1282793,千克,0,?,43407147.0
3061490,其他冻蟹,494128,千克,0,?,34727774.0
3061500,冻挪威海鳌虾,16344,千克,0,?,2729448.0
3061611,冻冷水小虾仁,252340,千克,0,?,37121146.0
3061612,其他冻北方长额小虾,27974,千克,0,?,1085184.0
3061619,其他冻冷水小虾,1068,千克,0,?,69358.0
3061621,冻冷水对虾仁,82634,千克,0,?,9183948.0
3061711,其他冻小虾仁,1937197,千克,0,?,113965643.0
3061719,其他冻小虾,1100825,千克,0,?,33767846.0
3061721,其他冻对虾仁,1305959,千克,0,?,105742441.0
3061729,其他冻对虾,294323,千克,0,?,22101927.0
3061990,其他冻甲壳动物，包括适合供人食用的甲壳动物的细粉、粗粉及团粒,23840,千克,0,?,1921600.0
