商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1029090,其他牛，改良种用除外,649925,千克,1001,头,28305655.0
1039120,其他猪，10kg≤重量＜50kg，改良种用除外,5996,千克,120,头,155574.0
1039200,其他猪，重量≥50kg，改良种用除外,10260030,千克,85158,头,233747804.0
1051190,其他鸡，改良种用除外，重量≤185g,12758,千克,261500,只,1009813.0
1061490,"其他家兔及野兔,改良种用除外",1107,千克,437,只,296063.0
1061910,其他改良种用哺乳动物,830,千克,83,只,574197.0
1061990,"未列名哺乳动物,改良种用除外",6955,千克,6449,只,10396526.0
1062020,食用爬行动物,71423,千克,49157,只,4605522.0
1062090,未列名爬行动物,1746,千克,166247,只,799256.0
1064910,改良种用昆虫,17,千克,21350,只,2912.0
1064990,"其他昆虫,改良种用除外",2475,千克,3971450,只,165549.0
1069090,"其他活动物,改良种用除外",62166,千克,915506,只,658237.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,465800,千克,0,?,13226557.0
2031900,其他鲜或冷的猪肉,147854,千克,0,?,4185484.0
2032110,冻整头及半头乳猪肉,25800,千克,0,?,1199481.0
2032190,其他冻整头及半头猪肉,126000,千克,0,?,2982408.0
2032200,冻带骨猪前腿、猪后腿及其肉块,12500,千克,0,?,651750.0
2032900,其他冻猪肉,1477710,千克,0,?,57671591.0
2044100,冻整头及半头绵羊肉,212,千克,0,?,12767.0
2044200,冻带骨绵羊肉,59669,千克,0,?,5072830.0
2044300,冻去骨绵羊肉,38507,千克,0,?,2885860.0
2050000,鲜、冷、冻的马、驴、骡肉,13598,千克,0,?,1635180.0
2062900,其他冻牛杂碎,11000,千克,0,?,100891.0
2069000,其他冻杂碎（牛、猪杂碎除外）,1450,千克,0,?,119077.0
2071100,整只鸡，鲜或冷的,5979877,千克,0,?,151988165.0
2071200,整只鸡，冻的,261216,千克,0,?,5788784.0
2071311,鲜或冷的带骨鸡块,151737,千克,0,?,4187309.0
2071319,鲜或冷的其他鸡块,7390,千克,0,?,212484.0
2071321,鲜或冷的鸡翼（不包括翼尖）,519,千克,0,?,14791.0
2071329,鲜或冷的其他鸡杂碎,12217,千克,0,?,308248.0
2071411,带骨的冻鸡块,1706116,千克,0,?,21831751.0
2071419,其他冻鸡块,10729016,千克,0,?,141867656.0
2071421,冻鸡翼（不包括翼尖）,187500,千克,0,?,4212587.0
2071429,其他冻鸡杂碎,293359,千克,0,?,2619118.0
2074100,鲜或冷的整只鸭,1375455,千克,0,?,26616151.0
2074200,整只冻鸭,1261812,千克,0,?,16549162.0
2074300,鲜或冷的鸭肥肝,48000,千克,0,?,170880.0
2074400,鲜或冷的鸭块及杂碎,18355,千克,0,?,297340.0
2074500,冻的鸭块及杂碎,202248,千克,0,?,3459996.0
2075100,鲜或冷的整只鹅,1285596,千克,0,?,47841220.0
2075300,鲜或冷的鹅肥肝,595,千克,0,?,357060.0
2075400,鲜或冷的鹅块及杂碎,34984,千克,0,?,1104987.0
2075500,冻的鹅块及杂碎,300,千克,0,?,20116.0
2081020,冻兔肉，不包括兔头,379678,千克,0,?,12737842.0
2089010,鲜、冷、冻的乳鸽肉及食用杂碎,339997,千克,0,?,18660688.0
2089090,其他鲜、冷、冻的肉及食用杂碎,13756,千克,0,?,932367.0
2101200,干、熏、盐腌或盐渍猪腹肉（五花肉）,1663,千克,0,?,115579.0
2101900,其他干、熏、盐腌或盐渍猪肉,2682,千克,0,?,239130.0
2102000,干、熏、盐腌或盐渍牛肉,300,千克,0,?,24062.0
2109900,其他干、熏、盐腌或盐渍肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,35289,千克,0,?,1273755.0
3011100,淡水观赏鱼,42648,千克,0,?,3330718.0
3019210,鳗鱼苗,8,千克,0,?,520000.0
3019290,其他活鳗鱼，鱼苗除外,1423817,千克,0,?,163768448.0
3019390,"其他活鲤科鱼, 鱼苗除外",2280255,千克,0,?,59726613.0
3019911,鲈鱼苗,44,千克,0,?,12461.0
3019919,其他鱼苗,46034,千克,0,?,5792298.0
3019991,活罗非鱼,117564,千克,0,?,2508599.0
3019992,活?,20000,千克,0,?,2995460.0
3019993,其他活鲤科鱼,498393,千克,0,?,13292167.0
3019999,其他活鱼,4886565,千克,0,?,241964294.0
3022300,鲜或冷的鳎鱼,52551,千克,0,?,2484442.0
3022900,其他鲜或冷的比目鱼,16520,千克,0,?,1817200.0
3023900,其他鲜或冷的金枪鱼,3500,千克,0,?,69953.0
3024600,鲜或冷的军曹鱼,104023,千克,0,?,4557940.0
3024910,鲜、冷银鲳(鲳属),6110,千克,0,?,305273.0
