商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1029090,其他牛，改良种用除外,1104942,千克,1799,头,44495018.0
1039200,其他猪，重量≥50kg，改良种用除外,7602650,千克,67123,头,333906179.0
1042090,其他山羊，改良种用除外,14740,千克,440,头,796211.0
1051190,其他鸡，改良种用除外，重量≤185g,15996,千克,330220,只,1156845.0
1059490,其他鸡，改良种用除外，重量＞185g,13406,千克,5673,只,191149.0
1061490,"其他家兔及野兔,改良种用除外",1491,千克,609,只,393409.0
1061910,其他改良种用哺乳动物,640,千克,64,只,286225.0
1061990,"未列名哺乳动物,改良种用除外",11469,千克,21077,只,4112904.0
1062020,食用爬行动物,102500,千克,77381,只,5573407.0
1062090,未列名爬行动物,1412,千克,147860,只,504502.0
1064910,改良种用昆虫,3,千克,3300,只,383.0
1064990,"其他昆虫,改良种用除外",1982,千克,2880600,只,27503.0
1069090,"其他活动物,改良种用除外",7012,千克,300360,只,846644.0
2023000,冻去骨牛肉,5998,千克,0,?,460282.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,27520,千克,0,?,1746297.0
2031900,其他鲜或冷的猪肉,77984,千克,0,?,4714039.0
2032110,冻整头及半头乳猪肉,10000,千克,0,?,689360.0
2032190,其他冻整头及半头猪肉,72900,千克,0,?,3020771.0
2032900,其他冻猪肉,748175,千克,0,?,48605036.0
2044200,冻带骨绵羊肉,100307,千克,0,?,7830233.0
2044300,冻去骨绵羊肉,26642,千克,0,?,2254699.0
2045000,山羊肉,380453,千克,0,?,30647713.0
2050000,鲜、冷、冻的马、驴、骡肉,8437,千克,0,?,953288.0
2062900,其他冻牛杂碎,9000,千克,0,?,97415.0
2069000,其他冻杂碎（牛、猪杂碎除外）,1104,千克,0,?,98982.0
2071100,整只鸡，鲜或冷的,6355315,千克,0,?,152216309.0
2071200,整只鸡，冻的,215744,千克,0,?,4807277.0
2071311,鲜或冷的带骨鸡块,122395,千克,0,?,3240576.0
2071329,鲜或冷的其他鸡杂碎,19486,千克,0,?,470115.0
2071411,带骨的冻鸡块,1801846,千克,0,?,22240505.0
2071419,其他冻鸡块,6741062,千克,0,?,79522975.0
2071421,冻鸡翼（不包括翼尖）,216310,千克,0,?,6297394.0
2071429,其他冻鸡杂碎,160169,千克,0,?,1222469.0
2074100,鲜或冷的整只鸭,1738198,千克,0,?,28154834.0
2074200,整只冻鸭,479990,千克,0,?,6520505.0
2074400,鲜或冷的鸭块及杂碎,14575,千克,0,?,230578.0
2074500,冻的鸭块及杂碎,131576,千克,0,?,1813742.0
2075100,鲜或冷的整只鹅,955381,千克,0,?,33164608.0
2075200,整只冻鹅,873,千克,0,?,39118.0
2075400,鲜或冷的鹅块及杂碎,12696,千克,0,?,318514.0
2081020,冻兔肉，不包括兔头,159499,千克,0,?,4755817.0
2089010,鲜、冷、冻的乳鸽肉及食用杂碎,364316,千克,0,?,13947163.0
2101110,干、熏、盐腌或盐渍带骨猪腿,5080,千克,0,?,471660.0
2101200,干、熏、盐腌或盐渍猪腹肉（五花肉）,9726,千克,0,?,572878.0
2101900,其他干、熏、盐腌或盐渍猪肉,13873,千克,0,?,1217192.0
2102000,干、熏、盐腌或盐渍牛肉,570,千克,0,?,105450.0
2109900,其他干、熏、盐腌或盐渍肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,81095,千克,0,?,2779349.0
3011100,淡水观赏鱼,27000,千克,0,?,2513097.0
3019190,其他活鳟鱼，鱼苗除外,1500,千克,0,?,57000.0
3019290,其他活鳗鱼，鱼苗除外,756531,千克,0,?,82810362.0
3019310,鲤科鱼苗,10,千克,0,?,129.0
3019390,"其他活鲤科鱼, 鱼苗除外",2471302,千克,0,?,50703302.0
3019911,鲈鱼苗,2100,千克,0,?,194835.0
3019919,其他鱼苗,359507,千克,0,?,21630018.0
3019991,活罗非鱼,109190,千克,0,?,1658391.0
3019992,活?,13300,千克,0,?,1583846.0
3019993,其他活鲤科鱼,777480,千克,0,?,16637611.0
3019999,其他活鱼,4274995,千克,0,?,183549663.0
3022300,鲜或冷的鳎鱼,35836,千克,0,?,1916741.0
3022900,其他鲜或冷的比目鱼,52,千克,0,?,7747.0
3024500,鲜或冷的对称竹荚鱼、新西兰竹荚鱼及竹荚鱼,5280,千克,0,?,273561.0
