商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,600,千克,3,头,36000.0
1022900,其他家牛，改良种用除外,20160,千克,72,头,393967.0
1029090,其他牛，改良种用除外,499816,千克,724,头,19527516.0
1039200,其他猪，重量≥50kg，改良种用除外,15006248,千克,120778,头,201981710.0
1051110,改良种用鸡，改良种用除外，重量≤185g,2359,千克,56466,只,679706.0
1051190,其他鸡，改良种用除外，重量≤185g,15458,千克,327385,只,1169976.0
1061490,"其他家兔及野兔,改良种用除外",1305,千克,482,只,502509.0
1061990,"未列名哺乳动物,改良种用除外",4969,千克,22097,只,13303857.0
1062020,食用爬行动物,67280,千克,33001,只,3770155.0
1062090,未列名爬行动物,2242,千克,235505,只,2409265.0
1064910,改良种用昆虫,10,千克,11500,只,1574.0
1064990,"其他昆虫,改良种用除外",2679,千克,4093870,只,143394.0
1069090,"其他活动物,改良种用除外",42563,千克,10523788,只,802737.0
2011000,鲜或冷的整头及半头牛肉,481,千克,0,?,43260.0
2012000,鲜或冷的带骨牛肉,279,千克,0,?,17013.0
2013000,鲜或冷的去骨牛肉,44529,千克,0,?,4995463.0
2022000,冻带骨牛肉,1445,千克,0,?,148114.0
2023000,冻去骨牛肉,85836,千克,0,?,6516711.0
2031190,其他鲜或冷的整头及半头猪肉,208582,千克,0,?,4580055.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,378462,千克,0,?,8227063.0
2031900,其他鲜或冷的猪肉,110811,千克,0,?,3325452.0
2032110,冻整头及半头乳猪肉,64417,千克,0,?,4037565.0
2032190,其他冻整头及半头猪肉,144694,千克,0,?,3490037.0
2032200,冻带骨猪前腿、猪后腿及其肉块,107413,千克,0,?,1833049.0
2032900,其他冻猪肉,4640428,千克,0,?,93078536.0
2044200,冻带骨绵羊肉,172059,千克,0,?,12419041.0
2044300,冻去骨绵羊肉,55718,千克,0,?,4209477.0
2045000,鲜、冷、冻山羊肉,376,千克,0,?,42513.0
2050000,鲜、冷、冻的马、驴、骡肉,17226,千克,0,?,1816482.0
2061000,鲜或冷的牛杂碎,441,千克,0,?,22775.0
2062200,冻牛肝,1812006,千克,0,?,10983637.0
2062900,其他冻牛杂碎,17553,千克,0,?,112135.0
2064100,冻猪肝,30700,千克,0,?,101050.0
2064900,其他冻猪杂碎,117350,千克,0,?,1350572.0
2069000,其他冻杂碎（牛、猪杂碎除外）,427645,千克,0,?,3637986.0
2071100,整只鸡，鲜或冷的,6554551,千克,0,?,139084866.0
2071200,整只鸡，冻的,1935134,千克,0,?,22323098.0
2071311,鲜或冷的带骨鸡块,288862,千克,0,?,7340471.0
2071319,鲜或冷的其他鸡块,48352,千克,0,?,1549431.0
2071321,鲜或冷的鸡翼（不包括翼尖）,7609,千克,0,?,227446.0
2071329,鲜或冷的其他鸡杂碎,34427,千克,0,?,850679.0
2071411,带骨的冻鸡块,16805658,千克,0,?,154354583.0
2071419,其他冻鸡块,61905027,千克,0,?,674226882.0
2071421,冻鸡翼（不包括翼尖）,1054301,千克,0,?,15544202.0
