商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1029090,其他牛，改良种用除外,861070,千克,1461,头,31403558.0
1031000,改良种用猪,19769,千克,295,头,636686.0
1039120,其他猪，10kg≤重量＜50kg，改良种用除外,33750,千克,699,头,1025091.0
1039200,其他猪，重量≥50kg，改良种用除外,7664519,千克,70129,头,123727832.0
1042090,其他山羊，改良种用除外,6450,千克,220,头,337590.0
1051190,其他鸡，改良种用除外，重量≤185g,7932,千克,173710,只,460575.0
1061190,其他灵长目动物，改良种用除外,6934,千克,2258,只,25453319.0
1061490,"其他家兔及野兔,改良种用除外",1074,千克,408,只,262481.0
1061990,"未列名哺乳动物,改良种用除外",3078,千克,2027,只,1770569.0
1062020,食用爬行动物,53127,千克,29287,只,3744511.0
1062090,未列名爬行动物,1281,千克,147316,只,1160537.0
1064990,"其他昆虫,改良种用除外",1570,千克,1470000,只,36947.0
1069011,改良种用蛙苗,3,千克,200,只,134.0
1069090,"其他活动物,改良种用除外",8235,千克,3826500,只,164848.0
2023000,冻去骨牛肉,71720,千克,0,?,3288023.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,201233,千克,0,?,5472652.0
2031900,其他鲜或冷的猪肉,384550,千克,0,?,9259240.0
2032110,冻整头及半头乳猪肉,24000,千克,0,?,1588779.0
2032190,其他冻整头及半头猪肉,47800,千克,0,?,1230226.0
2032900,其他冻猪肉,3085630,千克,0,?,93927374.0
2044200,冻带骨绵羊肉,50080,千克,0,?,3624198.0
2044300,冻去骨绵羊肉,29986,千克,0,?,1849171.0
2050000,鲜、冷、冻的马、驴、骡肉,9411,千克,0,?,917826.0
2062900,其他冻牛杂碎,5000,千克,0,?,21867.0
2069000,其他冻杂碎（牛、猪杂碎除外）,695,千克,0,?,85263.0
2071100,整只鸡，鲜或冷的,5112512,千克,0,?,109806176.0
2071200,整只鸡，冻的,228594,千克,0,?,5155093.0
2071311,鲜或冷的带骨鸡块,127612,千克,0,?,3235588.0
2071329,鲜或冷的其他鸡杂碎,15418,千克,0,?,357435.0
2071411,带骨的冻鸡块,1485203,千克,0,?,18220536.0
2071419,其他冻鸡块,7124689,千克,0,?,103852299.0
2071421,冻鸡翼（不包括翼尖）,83541,千克,0,?,2985281.0
2071429,其他冻鸡杂碎,70217,千克,0,?,878482.0
2072700,火鸡块及杂碎，冻的,320,千克,0,?,9236.0
2074100,鲜或冷的整只鸭,1892438,千克,0,?,28214347.0
2074200,整只冻鸭,399079,千克,0,?,5925580.0
2074400,鲜或冷的鸭块及杂碎,14204,千克,0,?,212668.0
2074500,冻的鸭块及杂碎,135692,千克,0,?,1545216.0
2075100,鲜或冷的整只鹅,1018558,千克,0,?,27894228.0
2075200,整只冻鹅,9737,千克,0,?,318319.0
2075400,鲜或冷的鹅块及杂碎,3672,千克,0,?,41030.0
2081020,冻兔肉，不包括兔头,650333,千克,0,?,20421258.0
2089010,鲜、冷、冻的乳鸽肉及食用杂碎,435120,千克,0,?,10876315.0
2089090,其他鲜、冷、冻的肉及食用杂碎,9290,千克,0,?,545730.0
2091000,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,25000,千克,0,?,135000.0
2101200,干、熏、盐腌或盐渍猪腹肉（五花肉）,1275,千克,0,?,40217.0
2101900,其他干、熏、盐腌或盐渍猪肉,4107,千克,0,?,235748.0
2109900,其他干、熏、盐腌或盐渍肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,30973,千克,0,?,689745.0
3011100,淡水观赏鱼,38602,千克,0,?,2077772.0
3019290,其他活鳗鱼，鱼苗除外,835401,千克,0,?,154549073.0
3019310,鲤科鱼苗,3,千克,0,?,3841.0
3019390,"其他活鲤科鱼, 鱼苗除外",2636704,千克,0,?,59266208.0
3019911,鲈鱼苗,15,千克,0,?,4875.0
3019919,其他鱼苗,103831,千克,0,?,2475527.0
3019991,活罗非鱼,86925,千克,0,?,1384548.0
3019992,活?,16550,千克,0,?,1969781.0
3019993,其他活鲤科鱼,1016137,千克,0,?,23141756.0
3019999,其他活鱼,3186814,千克,0,?,128429772.0
3022300,鲜或冷的鳎鱼,30717,千克,0,?,650874.0
3022900,其他鲜或冷的比目鱼,300,千克,0,?,37918.0
3024900,鲜或冷的印度鲭、马鲛鱼、?鱼、银鲳、秋刀鱼、圆?、多春鱼、鲔鱼、狐鲣、枪鱼 、旗鱼、四鳍旗鱼,20910,千克,0,?,1298500.0
3027300,鲜或冷的鲤科鱼,3705,千克,0,?,18933.0
3027400,鲜或冷的鳗鱼,22546,千克,0,?,904824.0
3028910,鲜或冷的带鱼,3980,千克,0,?,174113.0
3028920,鲜或冷的黄鱼,541020,千克,0,?,27108994.0
3028930,鲜或冷的鲳鱼,66277,千克,0,?,2687950.0
3028990,其他鲜或冷的鱼,818035,千克,0,?,23280077.0
3029100,鲜或冷的鱼肝、鱼卵及鱼精,4,千克,0,?,19983.0
3031100,冻红大麻哈鱼,840,千克,0,?,42833.0
3031300,冻大西洋鲑鱼及多瑙哲罗鱼,56068,千克,0,?,3302275.0
3032300,冻罗非鱼,13396967,千克,0,?,187449531.0
3032400,冻鲶鱼,318408,千克,0,?,8247824.0
3032500,冻鲤科鱼,42998,千克,0,?,1208254.0
3032600,冻鳗鱼,3946,千克,0,?,268554.0
3033110,冻格陵兰庸鲽鱼,240643,千克,0,?,10899155.0
3033190,其他冻庸鲽鱼,36928,千克,0,?,752982.0
3033300,冻鳎鱼,59308,千克,0,?,2185854.0
3033400,冻大菱鲆,15120,千克,0,?,1445784.0
3033900,其他冻比目鱼,1986729,千克,0,?,50113096.0
3034100,冻长鳍金枪鱼,1224351,千克,0,?,30444931.0
3034200,冻黄鳍金枪鱼,1328233,千克,0,?,21924468.0
3034300,冻鲣鱼或狐鲣,4801831,千克,0,?,81069330.0
3034400,冻大眼金枪鱼,669479,千克,0,?,32789665.0
3034900,其他冻金枪鱼,130012,千克,0,?,2794350.0
3035100,冻鲱鱼,2839840,千克,0,?,9175865.0
3035300,冻的沙丁鱼、小沙丁鱼属、黍鲱或西鲱,2839857,千克,0,?,29638199.0
3035400,冻鲭鱼,25907853,千克,0,?,333478128.0
3035500,冻的对称竹荚鱼、新西兰竹荚鱼及竹荚鱼,294090,千克,0,?,4434500.0
3035700,冻剑鱼,158569,千克,0,?,6120387.0
3035900,冻的?鱼、印度鲭、马鲛鱼、?鱼、银鲳、秋刀鱼、圆?、多春鱼、鲔鱼、狐鲣、枪鱼 、旗鱼、四鳍旗鱼,3463868,千克,0,?,105335782.0
