商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1029090,其他牛，改良种用除外,721414,千克,1118,头,4217275.0
1039200,其他猪，重量≥50kg，改良种用除外,5806470,千克,52184,头,38649368.0
1042090,其他山羊，改良种用除外,3250,千克,110,头,28376.0
1051190,其他鸡，改良种用除外，重量≤185g,15852,千克,327600,只,189935.0
1059490,其他鸡，改良种用除外，重量＞185g,83903,千克,43028,只,243234.0
1061490,"其他家兔及野兔,改良种用除外",2091,千克,884,只,83893.0
1061910,其他改良种用哺乳动物,310,千克,31,只,22094.0
1061990,"未列名哺乳动物,改良种用除外",15742,千克,11641,只,1031408.0
1062020,食用爬行动物,87084,千克,58621,只,1042654.0
1062090,未列名爬行动物,2389,千克,200495,只,116319.0
1064910,改良种用昆虫,1,千克,1500,只,30.0
1064990,"其他昆虫,改良种用除外",1680,千克,2359500,只,3248.0
1069090,"其他活动物,改良种用除外",10616,千克,63224,只,19161.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,20345,千克,0,?,209055.0
2031900,其他鲜或冷的猪肉,71681,千克,0,?,664189.0
2032190,其他冻整头及半头猪肉,94000,千克,0,?,626571.0
2032900,其他冻猪肉,730200,千克,0,?,6970016.0
2044200,冻带骨绵羊肉,28630,千克,0,?,359511.0
2044300,冻去骨绵羊肉,26044,千克,0,?,318861.0
2050000,鲜、冷、冻的马、驴、骡肉,13377,千克,0,?,253981.0
2062900,其他冻牛杂碎,10000,千克,0,?,16507.0
2069000,其他冻杂碎（牛、猪杂碎除外）,2146,千克,0,?,30975.0
2071100,整只鸡，鲜或冷的,6600815,千克,0,?,24717672.0
2071200,整只鸡，冻的,212897,千克,0,?,686874.0
2071311,鲜或冷的带骨鸡块,119522,千克,0,?,483869.0
2071319,鲜或冷的其他鸡块,10314,千克,0,?,41429.0
2071321,鲜或冷的鸡翼（不包括翼尖）,1351,千克,0,?,5585.0
2071329,鲜或冷的其他鸡杂碎,17440,千克,0,?,61746.0
2071411,带骨的冻鸡块,1671776,千克,0,?,3622777.0
2071419,其他冻鸡块,5727217,千克,0,?,12014119.0
2071421,冻鸡翼（不包括翼尖）,92470,千克,0,?,432723.0
2071429,其他冻鸡杂碎,145476,千克,0,?,240542.0
2074100,鲜或冷的整只鸭,1850101,千克,0,?,4808059.0
2074200,整只冻鸭,401466,千克,0,?,826203.0
2074400,鲜或冷的鸭块及杂碎,15148,千克,0,?,35121.0
2074500,冻的鸭块及杂碎,91000,千克,0,?,167310.0
2075100,鲜或冷的整只鹅,1098660,千克,0,?,5534801.0
2075200,整只冻鹅,3650,千克,0,?,15641.0
2075400,鲜或冷的鹅块及杂碎,14355,千克,0,?,55982.0
2081020,冻兔肉，不包括兔头,155690,千克,0,?,720361.0
2089010,鲜、冷、冻的乳鸽肉及食用杂碎,304741,千克,0,?,1854385.0
2089090,其他鲜、冷、冻的肉及食用杂碎,132,千克,0,?,1191.0
2101200,干、熏、盐腌或盐渍猪腹肉（五花肉）,1500,千克,0,?,15474.0
2101900,其他干、熏、盐腌或盐渍猪肉,6304,千克,0,?,70503.0
2102000,干、熏、盐腌或盐渍牛肉,400,千克,0,?,4684.0
2109900,其他干、熏、盐腌或盐渍肉及食用杂碎，包括可供食用的肉或杂碎的细粉、粗粉,41290,千克,0,?,130996.0
3011100,淡水观赏鱼,28508,千克,0,?,564417.0
