商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1029090,其他牛，改良种用除外,276420,千克,427,头,1744596.0
1039200,其他猪，重量≥50kg，改良种用除外,9500068,千克,81257,头,30228167.0
1051190,其他鸡，改良种用除外，重量≤185g,5760,千克,116900,只,62215.0
1061490,"其他家兔及野兔,改良种用除外",710,千克,260,只,29693.0
1061910,其他改良种用哺乳动物,1060,千克,106,只,211529.0
1061990,"未列名哺乳动物,改良种用除外",6461,千克,24548,只,1320240.0
1062020,食用爬行动物,18381,千克,16288,只,239093.0
1062090,未列名爬行动物,824,千克,82800,只,27570.0
1064910,改良种用昆虫,12,千克,13700,只,274.0
1064990,"其他昆虫,改良种用除外",362,千克,540500,只,2983.0
1069090,"其他活动物,改良种用除外",28836,千克,160250,只,37551.0
2023000,冻去骨牛肉,3622,千克,0,?,50017.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,815564,千克,0,?,3845317.0
2031900,其他鲜或冷的猪肉,411385,千克,0,?,1919058.0
2032110,冻整头及半头乳猪肉,5000,千克,0,?,24131.0
2032190,其他冻整头及半头猪肉,33000,千克,0,?,103765.0
2032900,其他冻猪肉,357500,千克,0,?,2355277.0
2050000,鲜、冷、冻的马、驴、骡肉,1026,千克,0,?,14878.0
2062900,其他冻牛杂碎,6400,千克,0,?,10679.0
2071100,整只鸡，鲜或冷的,6347830,千克,0,?,24230760.0
2071200,整只鸡，冻的,127558,千克,0,?,394850.0
2071311,鲜或冷的带骨鸡块,150859,千克,0,?,651847.0
2071319,鲜或冷的其他鸡块,14496,千克,0,?,61504.0
2071321,鲜或冷的鸡翼（不包括翼尖）,1448,千克,0,?,6098.0
2071329,鲜或冷的其他鸡杂碎,13574,千克,0,?,49549.0
2071411,带骨的冻鸡块,1374072,千克,0,?,2431402.0
2071419,其他冻鸡块,5337553,千克,0,?,11129576.0
2071421,冻鸡翼（不包括翼尖）,54352,千克,0,?,238970.0
2071422,冻鸡爪,2250,千克,0,?,2993.0
2071429,其他冻鸡杂碎,117364,千克,0,?,152518.0
2074100,鲜或冷的整只鸭,1333666,千克,0,?,3429083.0
2074200,整只冻鸭,779223,千克,0,?,1162100.0
2074300,鲜或冷的鸭肥肝,48000,千克,0,?,27861.0
2074400,鲜或冷的鸭块及杂碎,14538,千克,0,?,37119.0
2074500,冻的鸭块及杂碎,212700,千克,0,?,389790.0
2075100,鲜或冷的整只鹅,981582,千克,0,?,5655561.0
2075400,鲜或冷的鹅块及杂碎,29730,千克,0,?,156720.0
