商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1012100,改良种用马,19050,千克,30,头,48000.0
1022100,改良种用家牛,3870410,千克,13208,头,26304004.0
1022900,其他家牛，改良种用除外,3406222,千克,8046,头,16075674.0
1031000,改良种用猪,159500,千克,2931,头,6647272.0
1041090,其他绵羊，改良种用除外,967500,千克,20307,头,1812270.0
1051110,改良种用鸡，改良种用除外，重量≤185g,3921,千克,97816,只,1785821.0
1061110,改良种用灵长目动物,299,千克,59,只,1014001.0
1061190,其他灵长目动物，改良种用除外,78,千克,14,只,128384.0
1061910,其他改良种用哺乳动物,114,千克,1,只,100000.0
1061990,"未列名哺乳动物,改良种用除外",378,千克,2752,只,746864.0
1062020,食用爬行动物,16592,千克,10483,只,41543.0
1062090,未列名爬行动物,550,千克,1382,只,24037.0
1064910,改良种用昆虫,0,千克,51,只,155.0
1064990,"其他昆虫,改良种用除外",13,千克,16424,只,12223.0
1069090,"其他活动物,改良种用除外",0,千克,1,只,35.0
2012000,鲜或冷的带骨牛肉,72101,千克,0,?,1437485.0
2013000,鲜或冷的去骨牛肉,4186451,千克,0,?,37921023.0
2021000,冻整头及半头牛肉,288535,千克,0,?,643902.0
2022000,冻带骨牛肉,22971465,千克,0,?,51665441.0
2023000,冻去骨牛肉,140745989,千克,0,?,647021635.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,129376,千克,0,?,483842.0
2031900,其他鲜或冷的猪肉,1320059,千克,0,?,4942907.0
2032110,冻整头及半头乳猪肉,1008,千克,0,?,5313.0
2032190,其他冻整头及半头猪肉,208477,千克,0,?,510531.0
2032200,冻带骨猪前腿、猪后腿及其肉块,89206767,千克,0,?,212937365.0
2032900,其他冻猪肉,235186247,千克,0,?,696135076.0
2041000,鲜或冷的整头及半头羔羊肉,6002,千克,0,?,37811.0
2042200,鲜或冷的带骨绵羊肉,25575,千克,0,?,189585.0
2042300,鲜或冷的去骨绵羊肉,5506,千克,0,?,54886.0
2043000,冻整头及半头羔羊肉,1460351,千克,0,?,7613087.0
2044100,冻整头及半头绵羊肉,694165,千克,0,?,3336093.0
2044200,冻带骨绵羊肉,24944674,千克,0,?,113755511.0
2044300,冻去骨绵羊肉,2570929,千克,0,?,12523876.0
2045000,山羊肉,19679,千克,0,?,133821.0
2050000,鲜、冷、冻的马、驴、骡肉,4136404,千克,0,?,8000045.0
2061000,鲜或冷的牛杂碎,248,千克,0,?,3286.0
2062900,其他冻牛杂碎,1635917,千克,0,?,6205891.0
2064100,冻猪肝,2342482,千克,0,?,2761329.0
2064900,其他冻猪杂碎,84301021,千克,0,?,194350707.0
2069000,其他冻杂碎（牛、猪杂碎除外）,269537,千克,0,?,1344677.0
2071200,整只鸡，冻的,974440,千克,0,?,1372746.0
2071411,带骨的冻鸡块,47408143,千克,0,?,42237855.0
2071419,其他冻鸡块,350025,千克,0,?,533556.0
2071421,冻鸡翼（不包括翼尖）,29133242,千克,0,?,93841702.0
2071422,冻鸡爪,49840131,千克,0,?,129404299.0
2071429,其他冻鸡杂碎,8226948,千克,0,?,13502881.0
2072500,整只火鸡，冻的,10274,千克,0,?,29872.0
2072700,火鸡块及杂碎，冻的,2915742,千克,0,?,5240209.0
2074500,冻的鸭块及杂碎,63594,千克,0,?,1320562.0
2089090,其他鲜、冷、冻的肉及食用杂碎,246740,千克,0,?,1404081.0
2091000,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,5355096,千克,0,?,10004939.0
2101110,干、熏、盐腌或盐渍带骨猪腿,21197,千克,0,?,636297.0
2101190,干、熏、盐腌或盐渍其他带骨猪肉块,10277,千克,0,?,99522.0
2101900,其他干、熏、盐腌或盐渍猪肉,65310,千克,0,?,1702188.0
3011100,淡水观赏鱼,19594,千克,0,?,1121722.0
3011900,其他观赏鱼,5423,千克,0,?,857317.0
3019210,鳗鱼苗,2646,千克,0,?,3978952.0
3019290,其他活鳗鱼，鱼苗除外,23347,千克,0,?,208068.0
3019911,鲈鱼苗,647,千克,0,?,58751.0
3019919,其他鱼苗,2567,千克,0,?,36587.0
3019999,其他活鱼,2234561,千克,0,?,12213686.0
3021100,鲜或冷的鳟鱼,57,千克,0,?,419.0
3021300,鲜或冷的大麻哈鱼,11434,千克,0,?,176204.0
3021410,鲜或冷的大西洋鲑鱼,2998512,千克,0,?,18912343.0
3022200,鲜或冷的鲽鱼,34,千克,0,?,562.0
3022300,鲜或冷的鳎鱼,59,千克,0,?,2703.0
3022900,其他鲜或冷的比目鱼,21248,千克,0,?,39061.0
3023200,鲜或冷的黄鳍金枪鱼,11272,千克,0,?,91435.0
3023300,鲜或冷的鲣鱼或狐鲣,501,千克,0,?,17124.0
3023510,鲜或冷的大西洋蓝鳍金枪鱼,1391,千克,0,?,32534.0
3023520,鲜或冷的太平洋蓝鳍金枪鱼,25676,千克,0,?,878340.0
3023900,其他鲜或冷的金枪鱼,4366,千克,0,?,122712.0
