商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,美元
1012900,其他马，改良种用除外,23800,千克,55,头,1812551.0
1022100,改良种用家牛,1881365,千克,6790,头,17797162.0
1022900,其他家牛，改良种用除外,11910183,千克,40080,头,75296821.0
1051110,改良种用鸡，改良种用除外，重量≤185g,4848,千克,99840,只,2306933.0
1061390,"其他骆驼及其他骆驼科动物,改良种用除外",11500,千克,320,只,551484.0
1061990,"未列名哺乳动物,改良种用除外",103,千克,2493,只,774177.0
1064910,改良种用昆虫,0,千克,900,只,817.0
1064990,"其他昆虫,改良种用除外",4,千克,7584,只,10424.0
1069090,"其他活动物,改良种用除外",0,千克,585,只,4610.0
2012000,鲜或冷的带骨牛肉,108233,千克,0,?,3285562.0
2013000,鲜或冷的去骨牛肉,7592517,千克,0,?,95657067.0
2021000,冻整头及半头牛肉,111770,千克,0,?,302722.0
2022000,冻带骨牛肉,43949409,千克,0,?,151776488.0
2023000,冻去骨牛肉,154205541,千克,0,?,1057355287.0
2032190,其他冻整头及半头猪肉,24995,千克,0,?,53901.0
2032200,冻带骨猪前腿、猪后腿及其肉块,42137337,千克,0,?,79617288.0
2032900,其他冻猪肉,121630303,千克,0,?,267432299.0
2042200,鲜或冷的带骨绵羊肉,16385,千克,0,?,413720.0
2042300,鲜或冷的去骨绵羊肉,29956,千克,0,?,460088.0
2043000,冻整头及半头羔羊肉,1724799,千克,0,?,11207778.0
2044100,冻整头及半头绵羊肉,2487750,千克,0,?,15967007.0
2044200,冻带骨绵羊肉,23661284,千克,0,?,154894134.0
2044300,冻去骨绵羊肉,1839025,千克,0,?,10145379.0
2050000,鲜、冷、冻的马、驴、骡肉,220768,千克,0,?,573985.0
2061000,鲜或冷的牛杂碎,29,千克,0,?,654.0
2062100,冻牛舌,24489,千克,0,?,406125.0
2062200,冻牛肝,22707,千克,0,?,23841.0
2062900,其他冻牛杂碎,3408963,千克,0,?,17826452.0
2064100,冻猪肝,92583,千克,0,?,44459.0
2064900,其他冻猪杂碎,97210298,千克,0,?,214562816.0
2069000,其他冻杂碎（牛、猪杂碎除外）,339519,千克,0,?,1832007.0
2071200,整只鸡，冻的,713558,千克,0,?,1058707.0
2071411,带骨的冻鸡块,20702570,千克,0,?,22876758.0
2071419,其他冻鸡块,286603,千克,0,?,571136.0
2071421,冻鸡翼（不包括翼尖）,31915884,千克,0,?,99037999.0
2071422,冻鸡爪,69066203,千克,0,?,213920914.0
2071429,其他冻鸡杂碎,8102944,千克,0,?,11589383.0
