商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,60560,千克,126,头,"20,814,815"
1022900,其他家牛，改良种用除外,259400,千克,925,头,"9,051,400"
1041090,其他绵羊，改良种用除外,95220,千克,2860,头,"1,144,000"
1051110,改良种用鸡，改良种用除外，重量≤185g,416,千克,10948,只,"1,837,778"
1061211,改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮,6105,千克,26,只,"50,128,711"
1061221,改良种用海豹、海狮及海象,1195,千克,8,只,"3,411,752"
1061990,"未列名哺乳动物,改良种用除外",73,千克,1820,只,"7,078,003"
1064990,"其他昆虫,改良种用除外",1,千克,514,只,"5,314"
2012000,鲜或冷的带骨牛肉,20693,千克,0,?,"3,770,154"
2013000,鲜或冷的去骨牛肉,7777386,千克,0,?,"615,059,057"
2022000,冻带骨牛肉,47207380,千克,0,?,"900,141,154"
2023000,冻去骨牛肉,221534850,千克,0,?,"8,727,386,960"
2032200,冻带骨猪前腿、猪后腿及其肉块,23938369,千克,0,?,"326,356,107"
2032900,其他冻猪肉,74175527,千克,0,?,"1,130,787,417"
2041000,鲜或冷的整头及半头羔羊肉,51282,千克,0,?,"2,632,802"
2042200,鲜或冷的带骨绵羊肉,55705,千克,0,?,"2,906,046"
2042300,鲜或冷的去骨绵羊肉,14218,千克,0,?,"1,283,425"
2043000,冻整头及半头羔羊肉,154729,千克,0,?,"4,950,799"
2044100,冻整头及半头绵羊肉,3802203,千克,0,?,"106,710,948"
2044200,冻带骨绵羊肉,28936818,千克,0,?,"777,424,035"
2044300,冻去骨绵羊肉,3440980,千克,0,?,"112,929,937"
2045000,鲜、冷、冻山羊肉,998175,千克,0,?,"30,588,543"
2050000,鲜、冷、冻的马、驴、骡肉,1038215,千克,0,?,"20,899,062"
2062100,冻牛舌,32672,千克,0,?,"4,034,097"
2062200,冻牛肝,3009,千克,0,?,"43,252"
2062900,其他冻牛杂碎,3548776,千克,0,?,"115,171,228"
2064100,冻猪肝,332251,千克,0,?,"1,435,087"
2064900,其他冻猪杂碎,102728737,千克,0,?,"1,574,404,925"
2069000,其他冻杂碎（牛、猪杂碎除外）,282859,千克,0,?,"5,863,327"
2071200,整只鸡，冻的,60421,千克,0,?,"658,378"
2071411,带骨的冻鸡块,7947375,千克,0,?,"77,551,792"
2071419,其他冻鸡块,166164,千克,0,?,"2,248,101"
2071421,冻鸡翼（不包括翼尖）,23329490,千克,0,?,"509,853,953"
2071422,冻鸡爪,33744582,千克,0,?,"912,276,089"
2071429,其他冻鸡杂碎,5981051,千克,0,?,"62,654,781"
2072700,火鸡块及杂碎，冻的,2054421,千克,0,?,"45,316,916"
2074500,冻的鸭块及杂碎,240364,千克,0,?,"3,216,253"
2089090,其他鲜、冷、冻的肉及食用杂碎,159158,千克,0,?,"8,268,997"
2091000,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,2170401,千克,0,?,"19,068,131"
2101110,干、熏、盐腌或盐渍带骨猪腿,120747,千克,0,?,"15,320,673"
2101190,干、熏、盐腌或盐渍其他带骨猪肉块,11553,千克,0,?,"1,032,045"
2101900,其他干、熏、盐腌或盐渍猪肉,87398,千克,0,?,"11,440,723"
3011100,淡水观赏鱼,35516,千克,0,?,"9,864,991"
3011900,其他观赏鱼,5326,千克,0,?,"5,241,113"
3019210,鳗鱼苗,8748,千克,0,?,"263,078,807"
3019290,其他活鳗鱼，鱼苗除外,34687,千克,0,?,"1,686,482"
3019911,鲈鱼苗,40,千克,0,?,"103,176"
3019999,其他活鱼,2731961,千克,0,?,"106,865,478"
3021100,鲜或冷的鳟鱼,19794,千克,0,?,"1,636,142"
3021300,鲜或冷的大麻哈鱼,141448,千克,0,?,"19,637,664"
3021410,鲜或冷的大西洋鲑鱼,11331638,千克,0,?,"1,013,730,560"
3022200,鲜或冷的鲽鱼,75,千克,0,?,"54,379"
3022300,鲜或冷的鳎鱼,24,千克,0,?,"11,241"
3022900,其他鲜或冷的比目鱼,75322,千克,0,?,"650,943"
3023200,鲜或冷的黄鳍金枪鱼,46,千克,0,?,"1,990"
3023400,鲜或冷的大眼金枪鱼,883,千克,0,?,"43,571"
3023510,鲜或冷的大西洋蓝鳍金枪鱼,86215,千克,0,?,"17,368,452"
3023600,鲜或冷的南方蓝鳍金枪鱼,20645,千克,0,?,"1,827,954"
3024100,鲜或冷的鲱鱼,22028,千克,0,?,"105,847"
3024910,鲜、冷银鲳(鲳属),52051,千克,0,?,"5,418,160"
3024990,鲜、冷印度鲭(羽鳃鲐属)、马鲛鱼(马鲛属)、?鱼(?属）、秋刀鱼、圆?(圆?属）、多春鱼(毛鳞鱼）、鲔鱼、狐鲣(狐鲣属）、枪鱼 、旗鱼、四鳍旗鱼(旗鱼科）,14930,千克,0,?,"635,865"
3025100,鲜或冷的鳕鱼,5318,千克,0,?,"311,644"
3028910,鲜或冷的带鱼,1493427,千克,0,?,"30,845,356"
3028920,鲜或冷的黄鱼,9352,千克,0,?,"408,057"
3028930,鲜或冷的鲳鱼(银鲳除外),63105,千克,0,?,"5,414,546"
3028990,其他鲜或冷的鱼,1063881,千克,0,?,"43,651,483"
3029900,其他鲜或冷的可食用鱼杂碎,42,千克,0,?,583
3031100,冻红大麻哈鱼,25185,千克,0,?,"1,955,455"
3031200,其他冻大麻哈鱼,2687671,千克,0,?,"92,129,374"
3031310,冻大西洋鲑鱼,1795519,千克,0,?,"92,305,430"
3031400,冻鳟鱼,407400,千克,0,?,"16,889,588"
3031900,其他冻鲑科鱼,5463,千克,0,?,"36,864"
3032400,冻鲶鱼,4904193,千克,0,?,"64,984,063"
3032500,冻鲤科鱼,61506,千克,0,?,"517,685"
3032600,冻鳗鱼,255547,千克,0,?,"1,914,008"
3033110,冻马舌鲽(格陵兰庸鲽鱼),6764389,千克,0,?,"338,767,283"
3033200,冻鲽鱼,6040,千克,0,?,"46,343"
3033300,冻鳎鱼,41540,千克,0,?,"579,742"
3033900,其他冻比目鱼,5639514,千克,0,?,"74,964,627"
3034200,冻黄鳍金枪鱼,162000,千克,0,?,"1,772,393"
3034300,冻鲣,1642287,千克,0,?,"15,668,821"
3035100,冻鲱鱼,10765726,千克,0,?,"64,952,779"
3035300,冻的沙丁鱼、小沙丁鱼属、黍鲱或西鲱,5325479,千克,0,?,"20,684,603"
3035400,冻鲭鱼,13577105,千克,0,?,"253,266,424"
3035500,冻的对称竹荚鱼、新西兰竹荚鱼及竹荚鱼,876796,千克,0,?,"9,521,155"
3035910,冻银鲳(鲳属),160566,千克,0,?,"9,140,558"
3035990,冻?鱼(?属）、冻印度鲭(羽鳃鲐属)、冻马鲛鱼(马鲛属)、冻?鱼(?属）、冻秋刀鱼、冻圆?(圆?属)、冻多春鱼(毛鳞鱼）、冻鲔鱼、冻狐鲣(狐鲣属）、冻枪鱼 、冻旗鱼、冻四鳍旗鱼(旗鱼科）,5148622,千克,0,?,"73,458,139"
3036300,冻鳕鱼,6966006,千克,0,?,"267,110,180"
3036400,冻黑线鳕鱼,1898604,千克,0,?,"55,321,015"
