商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,39610,千克,171,头,10483703.0
1022100,改良种用家牛,120600,千克,450,头,6775043.0
1022900,其他家牛，改良种用除外,1237280,千克,4205,头,44677170.0
1031000,改良种用猪,42966,千克,682,头,8420752.0
1041010,改良种用绵羊,6160,千克,88,头,1089059.0
1042010,改良种用山羊,20952,千克,643,头,6264154.0
1051110,改良种用鸡，改良种用除外，重量≤185g,2754,千克,69051,只,10244612.0
1061110,改良种用灵长目动物,230,千克,202,只,714496.0
1061190,其他灵长目动物，改良种用除外,596,千克,147,只,509328.0
1061221,改良种用海豹、海狮及海象,600,千克,32,只,1511424.0
1061229,其他海豹、海狮及海象，改良种用除外,600,千克,15,只,302016.0
1061910,其他改良种用哺乳动物,18613,千克,265,只,14186318.0
1061990,"未列名哺乳动物,改良种用除外",5811,千克,2048,只,7594116.0
1062019,其他改良种用爬行动物,223,千克,3,只,14094.0
1062020,食用爬行动物,68298,千克,17761,只,1751684.0
1062090,未列名爬行动物,21615,千克,211618,只,2195974.0
1063990,未列名鸟,909,千克,1912,只,3262112.0
1064190,"其他蜂,改良种用除外",624,千克,47100,只,146301.0
1064910,改良种用昆虫,1,千克,1800,只,1195.0
1064990,"其他昆虫,改良种用除外",1,千克,1451,只,8509.0
1069090,"其他活动物,改良种用除外",187560,千克,456460,只,1322325.0
2012000,鲜或冷的带骨牛肉,70523,千克,0,?,4183215.0
2013000,鲜或冷的去骨牛肉,1322829,千克,0,?,74758191.0
2022000,冻带骨牛肉,14549654,千克,0,?,271664055.0
2023000,冻去骨牛肉,82699822,千克,0,?,2758954319.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,2907,千克,0,?,83658.0
2031900,其他鲜或冷的猪肉,600,千克,0,?,5850.0
2032200,冻带骨猪前腿、猪后腿及其肉块,27505771,千克,0,?,267959830.0
2032900,其他冻猪肉,65077718,千克,0,?,716989621.0
2042200,鲜或冷的带骨绵羊肉,33403,千克,0,?,1383622.0
2042300,鲜或冷的去骨绵羊肉,1727,千克,0,?,140401.0
2043000,冻整头及半头羔羊肉,86668,千克,0,?,3276729.0
2044100,冻整头及半头绵羊肉,949566,千克,0,?,28721008.0
2044200,冻带骨绵羊肉,21013898,千克,0,?,572910293.0
2044300,冻去骨绵羊肉,1466029,千克,0,?,33118317.0
2045000,山羊肉,16995,千克,0,?,683044.0
2050000,鲜、冷、冻的马、驴、骡肉,2565256,千克,0,?,34306918.0
2062100,冻牛舌,76424,千克,0,?,2566862.0
2062900,其他冻牛杂碎,2028810,千克,0,?,52366938.0
2064100,冻猪肝,23730,千克,0,?,100036.0
2064900,其他冻猪杂碎,77770041,千克,0,?,770326378.0
2069000,其他冻杂碎（牛、猪杂碎除外）,420492,千克,0,?,9321879.0
2071200,整只鸡，冻的,181172,千克,0,?,1366067.0
2071411,带骨的冻鸡块,6124820,千克,0,?,50243953.0
2071419,其他冻鸡块,785751,千克,0,?,8904378.0
2071421,冻鸡翼（不包括翼尖）,17561710,千克,0,?,324692833.0
2071422,冻鸡爪,15560616,千克,0,?,250801343.0
2071429,其他冻鸡杂碎,4202814,千克,0,?,38199276.0
2072500,整只火鸡，冻的,40771,千克,0,?,1061083.0
2072700,火鸡块及杂碎，冻的,61505,千克,0,?,878912.0
2089090,其他鲜、冷、冻的肉及食用杂碎,13736,千克,0,?,903529.0
2091000,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,845148,千克,0,?,3684611.0
2101110,干、熏、盐腌或盐渍带骨猪腿,229,千克,0,?,26358.0
2101900,其他干、熏、盐腌或盐渍猪肉,31683,千克,0,?,3996091.0
2102000,干、熏、盐腌或盐渍牛肉,5000,千克,0,?,167285.0
3011100,淡水观赏鱼,19011,千克,0,?,13664043.0
3011900,其他观赏鱼,9354,千克,0,?,2308859.0
3019290,其他活鳗鱼，鱼苗除外,11197,千克,0,?,706804.0
3019911,鲈鱼苗,48,千克,0,?,10621.0
3019919,其他鱼苗,5312,千克,0,?,1091468.0
3019999,其他活鱼,1675266,千克,0,?,47369170.0
3021100,鲜或冷的鳟鱼,2352,千克,0,?,151864.0
3021300,鲜或冷的大麻哈鱼,31031,千克,0,?,3161962.0
3021410,鲜或冷的大西洋鲑鱼,6047186,千克,0,?,391499242.0
3022900,其他鲜或冷的比目鱼,14007,千克,0,?,227903.0
3023200,鲜或冷的黄鳍金枪鱼,7004,千克,0,?,516648.0
3023300,鲜或冷的鲣鱼或狐鲣,318,千克,0,?,29284.0
3023400,鲜或冷的大眼金枪鱼,52,千克,0,?,3211.0
3023510,鲜或冷的大西洋蓝鳍金枪鱼,2604,千克,0,?,471135.0
3023520,鲜或冷的太平洋蓝鳍金枪鱼,32964,千克,0,?,7518503.0
3023600,鲜或冷的南方蓝鳍金枪鱼,7312,千克,0,?,759306.0
3024100,鲜或冷的鲱鱼,1496,千克,0,?,5005.0
3024300,鲜或冷的沙丁鱼、小沙丁鱼属、黍鲱或西鲱,133,千克,0,?,7346.0
