商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,97780,千克,193,头,13234403.0
1022900,其他家牛，改良种用除外,1178422,千克,4106,头,40923434.0
1051110,改良种用鸡，改良种用除外，重量≤185g,4038,千克,89640,只,18621196.0
1061110,改良种用灵长目动物,7945,千克,2400,只,139617600.0
1061211,改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮,3925,千克,22,只,23009021.0
1061990,"未列名哺乳动物,改良种用除外",102,千克,3050,只,15537853.0
1062090,未列名爬行动物,1099,千克,1700,只,280234.0
1064990,"其他昆虫,改良种用除外",7,千克,4606,只,36513.0
1069090,"其他活动物,改良种用除外",0,千克,160044,只,1547.0
2012000,鲜或冷的带骨牛肉,21648,千克,0,?,4356945.0
2013000,鲜或冷的去骨牛肉,5189395,千克,0,?,416918003.0
2022000,冻带骨牛肉,40643459,千克,0,?,710525148.0
2023000,冻去骨牛肉,226538490,千克,0,?,8175655382.0
2032190,其他冻整头及半头猪肉,438,千克,0,?,74352.0
2032200,冻带骨猪前腿、猪后腿及其肉块,20884010,千克,0,?,297852917.0
2032900,其他冻猪肉,67876234,千克,0,?,1062864082.0
2041000,鲜或冷的整头及半头羔羊肉,63845,千克,0,?,3237892.0
2042200,鲜或冷的带骨绵羊肉,86689,千克,0,?,6811944.0
2042300,鲜或冷的去骨绵羊肉,5627,千克,0,?,503888.0
2043000,冻整头及半头羔羊肉,131302,千克,0,?,4272579.0
2044100,冻整头及半头绵羊肉,1926200,千克,0,?,53298705.0
2044200,冻带骨绵羊肉,29686565,千克,0,?,794803780.0
2044300,冻去骨绵羊肉,3612127,千克,0,?,122986741.0
2045000,鲜、冷、冻山羊肉,1190955,千克,0,?,37501439.0
2050000,鲜、冷、冻的马、驴、骡肉,1385419,千克,0,?,27634880.0
2062100,冻牛舌,27735,千克,0,?,3381291.0
2062900,其他冻牛杂碎,3260197,千克,0,?,99091428.0
2064100,冻猪肝,620805,千克,0,?,3089461.0
2064900,其他冻猪杂碎,98539505,千克,0,?,1626308403.0
2069000,其他冻杂碎（牛、猪杂碎除外）,391123,千克,0,?,7210951.0
2071200,整只鸡，冻的,105331,千克,0,?,1099409.0
2071411,带骨的冻鸡块,9278355,千克,0,?,90399351.0
2071419,其他冻鸡块,192954,千克,0,?,2687254.0
2071421,冻鸡翼（不包括翼尖）,27950736,千克,0,?,635967615.0
2071422,冻鸡爪,41392563,千克,0,?,1101524395.0
2071429,其他冻鸡杂碎,7507751,千克,0,?,87535766.0
2072700,火鸡块及杂碎，冻的,1589238,千克,0,?,34014510.0
2074500,冻的鸭块及杂碎,79876,千克,0,?,3086590.0
2089090,其他鲜、冷、冻的肉及食用杂碎,215028,千克,0,?,10060235.0
2091000,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,2509718,千克,0,?,21407207.0
2101110,干、熏、盐腌或盐渍带骨猪腿,172061,千克,0,?,21470931.0
2101190,干、熏、盐腌或盐渍其他带骨猪肉块,682,千克,0,?,181579.0
2101900,其他干、熏、盐腌或盐渍猪肉,77587,千克,0,?,10190340.0
3011100,淡水观赏鱼,44384,千克,0,?,16868163.0
3011900,其他观赏鱼,8695,千克,0,?,6962527.0
3019210,鳗鱼苗,5999,千克,0,?,190156185.0
3019290,其他活鳗鱼，鱼苗除外,32601,千克,0,?,1634469.0
3019911,鲈鱼苗,12,千克,0,?,297524.0
3019999,其他活鱼,2513151,千克,0,?,91913570.0
3021100,鲜或冷的鳟鱼,1945,千克,0,?,158768.0
3021300,鲜或冷的大麻哈鱼,75373,千克,0,?,11181766.0
3021410,鲜或冷的大西洋鲑鱼,8305853,千克,0,?,663608352.0
3021900,其他鲜或冷的鲑科鱼,500,千克,0,?,44012.0
3022200,鲜或冷的鲽鱼,113,千克,0,?,73876.0
3022300,鲜或冷的鳎鱼,43,千克,0,?,17557.0
3022900,其他鲜或冷的比目鱼,182387,千克,0,?,1628356.0
