商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,38100,千克,86,头,22883604.0
1022100,改良种用家牛,626535,千克,2295,头,25938456.0
1051110,改良种用鸡，改良种用除外，重量≤185g,9613,千克,204736,只,53442931.0
1061211,改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮,5000,千克,20,只,17235341.0
1061221,改良种用海豹、海狮及海象,70,千克,2,只,1829189.0
1061410,改良种用家兔及野兔,4352,千克,284,只,3487860.0
1061990,"未列名哺乳动物,改良种用除外",66,千克,2366,只,9360741.0
1063990,未列名鸟,93,千克,30,只,5980044.0
1064990,"其他昆虫,改良种用除外",41,千克,44803,只,213805.0
2012000,鲜或冷的带骨牛肉,31475,千克,0,?,5721933.0
2013000,鲜或冷的去骨牛肉,6782091,千克,0,?,558172759.0
2022000,冻带骨牛肉,41123494,千克,0,?,678694413.0
2023000,冻去骨牛肉,213351899,千克,0,?,7521776414.0
2032200,冻带骨猪前腿、猪后腿及其肉块,19046735,千克,0,?,273123795.0
2032900,其他冻猪肉,70140260,千克,0,?,1072035297.0
2041000,鲜或冷的整头及半头羔羊肉,67693,千克,0,?,3397539.0
2042200,鲜或冷的带骨绵羊肉,78428,千克,0,?,5904845.0
2042300,鲜或冷的去骨绵羊肉,6917,千克,0,?,625176.0
2043000,冻整头及半头羔羊肉,143967,千克,0,?,4185759.0
2044100,冻整头及半头绵羊肉,1133488,千克,0,?,30448822.0
2044200,冻带骨绵羊肉,24575252,千克,0,?,634541862.0
2044300,冻去骨绵羊肉,2588165,千克,0,?,78961011.0
2045000,鲜、冷、冻山羊肉,726870,千克,0,?,23004642.0
2050000,鲜、冷、冻的马、驴、骡肉,2288661,千克,0,?,46390766.0
2062900,其他冻牛杂碎,2863130,千克,0,?,80968527.0
2064100,冻猪肝,363970,千克,0,?,1844925.0
2064900,其他冻猪杂碎,85161234,千克,0,?,1427324851.0
2069000,其他冻杂碎（牛、猪杂碎除外）,313085,千克,0,?,5768635.0
2071200,整只鸡，冻的,11132,千克,0,?,85403.0
2071411,带骨的冻鸡块,8407025,千克,0,?,79815572.0
2071421,冻鸡翼（不包括翼尖）,29102560,千克,0,?,643811094.0
