商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012900,其他马，改良种用除外,23120,千克,89,头,8519490.0
1013090,其他驴，改良种用除外,113580,千克,1000,头,849983.0
1022100,改良种用家牛,1266035,千克,4443,头,60179450.0
1022900,其他家牛，改良种用除外,7362425,千克,25666,头,291241752.0
1031000,改良种用猪,114750,千克,2395,头,29099968.0
1051110,改良种用鸡，改良种用除外，重量≤185g,1556,千克,33280,只,5106528.0
1061110,改良种用灵长目动物,488,千克,80,只,304157.0
1061190,其他灵长目动物，改良种用除外,200,千克,147,只,519323.0
1061211,改良种用鲸、海豚及鼠海豚；改良种用海牛及儒艮,581,千克,4,只,2386394.0
1061490,"其他家兔及野兔,改良种用除外",80,千克,40,只,167933.0
1061910,其他改良种用哺乳动物,25390,千克,9952,只,10740553.0
1061990,"未列名哺乳动物,改良种用除外",392,千克,1561,只,3487760.0
1062020,食用爬行动物,18631,千克,15351,只,483910.0
1062090,未列名爬行动物,300,千克,20000,只,421073.0
1063910,其他改良种用鸟,379,千克,52,只,1317445.0
1063990,未列名鸟,284,千克,560,只,2739769.0
1064990,"其他昆虫,改良种用除外",0,千克,102,只,2305.0
1069090,"其他活动物,改良种用除外",5,千克,370,只,37538.0
2012000,鲜或冷的带骨牛肉,144813,千克,0,?,9294854.0
2013000,鲜或冷的去骨牛肉,4015724,千克,0,?,216366581.0
2021000,冻整头及半头牛肉,84859,千克,0,?,2312440.0
2022000,冻带骨牛肉,24057625,千克,0,?,546753661.0
2023000,冻去骨牛肉,144801203,千克,0,?,6120313119.0
2031900,其他鲜或冷的猪肉,23726,千克,0,?,746292.0
2032190,其他冻整头及半头猪肉,314996,千克,0,?,6684703.0
2032200,冻带骨猪前腿、猪后腿及其肉块,62932147,千克,0,?,1229188169.0
2032900,其他冻猪肉,234827370,千克,0,?,5495753695.0
2041000,鲜或冷的整头及半头羔羊肉,24877,千克,0,?,1145332.0
2042100,鲜或冷的整头及半头绵羊肉,46940,千克,0,?,1728956.0
2042200,鲜或冷的带骨绵羊肉,42405,千克,0,?,2310640.0
2042300,鲜或冷的去骨绵羊肉,10413,千克,0,?,728482.0
2043000,冻整头及半头羔羊肉,925284,千克,0,?,37711425.0
2044100,冻整头及半头绵羊肉,3404954,千克,0,?,127249032.0
2044200,冻带骨绵羊肉,29736883,千克,0,?,1165464138.0
2044300,冻去骨绵羊肉,3269911,千克,0,?,120372279.0
2050000,鲜、冷、冻的马、驴、骡肉,2986100,千克,0,?,38694627.0
2062100,冻牛舌,18849,千克,0,?,1850577.0
2062200,冻牛肝,44844,千克,0,?,280081.0
2062900,其他冻牛杂碎,2004107,千克,0,?,60654031.0
2064100,冻猪肝,1650469,千克,0,?,11033525.0
2064900,其他冻猪杂碎,84899429,千克,0,?,1390058625.0
2069000,其他冻杂碎（牛、猪杂碎除外）,505673,千克,0,?,17823695.0
2071200,整只鸡，冻的,1336459,千克,0,?,12024684.0
2071311,鲜或冷的带骨鸡块,1920,千克,0,?,18724.0
2071411,带骨的冻鸡块,25640633,千克,0,?,299938591.0
2071419,其他冻鸡块,6734138,千克,0,?,97487380.0
2071421,冻鸡翼（不包括翼尖）,25448678,千克,0,?,648203845.0
2071422,冻鸡爪,17411384,千克,0,?,394756783.0
2071429,其他冻鸡杂碎,4715802,千克,0,?,70201914.0
2072700,火鸡块及杂碎，冻的,1155337,千克,0,?,24242918.0
2089090,其他鲜、冷、冻的肉及食用杂碎,141858,千克,0,?,6902188.0
2091000,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,7311035,千克,0,?,94955493.0
