商品编码,商品名称,第一数量,第一计量单位,第二数量,第二计量单位,人民币
1012100,改良种用马,19050,千克,30,头,320548.0
1022100,改良种用家牛,3870410,千克,13208,头,178009707.0
1022900,其他家牛，改良种用除外,3406222,千克,8046,头,107484158.0
1031000,改良种用猪,159500,千克,2931,头,44968344.0
1041090,其他绵羊，改良种用除外,967500,千克,20307,头,12184200.0
1051110,改良种用鸡，改良种用除外，重量≤185g,3921,千克,97816,只,11932864.0
1061110,改良种用灵长目动物,299,千克,59,只,6771597.0
1061190,其他灵长目动物，改良种用除外,78,千克,14,只,857361.0
1061910,其他改良种用哺乳动物,114,千克,1,只,667810.0
1061990,"未列名哺乳动物,改良种用除外",378,千克,2752,只,4988874.0
1062020,食用爬行动物,16592,千克,10483,只,282909.0
1062090,未列名爬行动物,550,千克,1382,只,160520.0
1064910,改良种用昆虫,0,千克,51,只,1038.0
1064990,"其他昆虫,改良种用除外",13,千克,16424,只,82080.0
1069090,"其他活动物,改良种用除外",0,千克,1,只,236.0
2012000,鲜或冷的带骨牛肉,72101,千克,0,?,9548704.0
2013000,鲜或冷的去骨牛肉,4186451,千克,0,?,253831663.0
2021000,冻整头及半头牛肉,288535,千克,0,?,4304695.0
2022000,冻带骨牛肉,22971465,千克,0,?,346493123.0
2023000,冻去骨牛肉,140745989,千克,0,?,4338140482.0
2031200,鲜或冷的带骨猪前腿、猪后腿及其肉块,129376,千克,0,?,3249227.0
2031900,其他鲜或冷的猪肉,1320059,千克,0,?,33072181.0
2032110,冻整头及半头乳猪肉,1008,千克,0,?,35479.0
2032190,其他冻整头及半头猪肉,208477,千克,0,?,3413810.0
2032200,冻带骨猪前腿、猪后腿及其肉块,89206767,千克,0,?,1430377700.0
2032900,其他冻猪肉,235186247,千克,0,?,4675976306.0
2041000,鲜或冷的整头及半头羔羊肉,6002,千克,0,?,252504.0
2042200,鲜或冷的带骨绵羊肉,25575,千克,0,?,1278755.0
2042300,鲜或冷的去骨绵羊肉,5506,千克,0,?,366538.0
2043000,冻整头及半头羔羊肉,1460351,千克,0,?,50938667.0
2044100,冻整头及半头绵羊肉,694165,千克,0,?,22365414.0
2044200,冻带骨绵羊肉,24944674,千克,0,?,763361668.0
2044300,冻去骨绵羊肉,2570929,千克,0,?,84245347.0
2045000,山羊肉,19679,千克,0,?,893667.0
2050000,鲜、冷、冻的马、驴、骡肉,4136404,千克,0,?,53813213.0
2061000,鲜或冷的牛杂碎,248,千克,0,?,21943.0
2062900,其他冻牛杂碎,1635917,千克,0,?,41667210.0
2064100,冻猪肝,2342482,千克,0,?,18522863.0
2064900,其他冻猪杂碎,84301021,千克,0,?,1306512144.0
2069000,其他冻杂碎（牛、猪杂碎除外）,269537,千克,0,?,9020149.0
2071200,整只鸡，冻的,974440,千克,0,?,9304504.0
2071411,带骨的冻鸡块,47408143,千克,0,?,282885175.0
2071419,其他冻鸡块,350025,千克,0,?,3576830.0
2071421,冻鸡翼（不包括翼尖）,29133242,千克,0,?,629939901.0
2071422,冻鸡爪,49840131,千克,0,?,868046484.0
2071429,其他冻鸡杂碎,8226948,千克,0,?,90681700.0
2072500,整只火鸡，冻的,10274,千克,0,?,203430.0
2072700,火鸡块及杂碎，冻的,2915742,千克,0,?,35255990.0
2074500,冻的鸭块及杂碎,63594,千克,0,?,8913672.0
2089090,其他鲜、冷、冻的肉及食用杂碎,246740,千克,0,?,9438244.0
2091000,未炼制或用其他方法提取的不带瘦肉的肥猪肉、猪脂肪，鲜、冷、冻、干、熏、盐腌或盐渍的,5355096,千克,0,?,67322910.0
2101110,干、熏、盐腌或盐渍带骨猪腿,21197,千克,0,?,4296362.0
2101190,干、熏、盐腌或盐渍其他带骨猪肉块,10277,千克,0,?,673139.0
2101900,其他干、熏、盐腌或盐渍猪肉,65310,千克,0,?,11470763.0
3011100,淡水观赏鱼,19594,千克,0,?,7493095.0
3011900,其他观赏鱼,5423,千克,0,?,5725705.0
3019210,鳗鱼苗,2646,千克,0,?,26571832.0
3019290,其他活鳗鱼，鱼苗除外,23347,千克,0,?,1393718.0
3019911,鲈鱼苗,647,千克,0,?,392339.0
3019919,其他鱼苗,2567,千克,0,?,245240.0
3019999,其他活鱼,2234561,千克,0,?,81659169.0
3021100,鲜或冷的鳟鱼,57,千克,0,?,2799.0
3021300,鲜或冷的大麻哈鱼,11434,千克,0,?,1179906.0
3021410,鲜或冷的大西洋鲑鱼,2998512,千克,0,?,126395372.0
3022200,鲜或冷的鲽鱼,34,千克,0,?,3790.0
3022300,鲜或冷的鳎鱼,59,千克,0,?,18201.0
3022900,其他鲜或冷的比目鱼,21248,千克,0,?,261131.0
3023200,鲜或冷的黄鳍金枪鱼,11272,千克,0,?,613828.0
3023300,鲜或冷的鲣鱼或狐鲣,501,千克,0,?,114342.0
3023510,鲜或冷的大西洋蓝鳍金枪鱼,1391,千克,0,?,220410.0
3023520,鲜或冷的太平洋蓝鳍金枪鱼,25676,千克,0,?,5874380.0
3023900,其他鲜或冷的金枪鱼,4366,千克,0,?,813525.0
3024300,鲜或冷的沙丁鱼、小沙丁鱼属、黍鲱或西鲱,981,千克,0,?,7930.0
3024400,鲜或冷的鲭鱼,1099,千克,0,?,167974.0
3024500,鲜或冷的对称竹荚鱼、新西兰竹荚鱼及竹荚鱼,3123,千克,0,?,416264.0
3024900,鲜或冷的印度鲭、马鲛鱼、?鱼、银鲳、秋刀鱼、圆?、多春鱼、鲔鱼、狐鲣、枪鱼 、旗鱼、四鳍旗鱼,88667,千克,0,?,6447985.0
3025100,鲜或冷的鳕鱼,203,千克,0,?,29223.0
3025300,鲜或冷的绿青鳕鱼,17,千克,0,?,3462.0
3028910,鲜或冷的带鱼,1828467,千克,0,?,20531216.0
3028920,鲜或冷的黄鱼,1295,千克,0,?,45734.0
3028930,鲜或冷的鲳鱼,27610,千克,0,?,2113358.0
3028990,其他鲜或冷的鱼,805188,千克,0,?,31982011.0
3031100,冻红大麻哈鱼,316845,千克,0,?,9280904.0
3031200,其他冻大麻哈鱼,14594887,千克,0,?,304398543.0
3031300,冻大西洋鲑鱼及多瑙哲罗鱼,506942,千克,0,?,10906258.0
3031400,冻鳟鱼,223889,千克,0,?,8574741.0
3032400,冻鲶鱼,3158790,千克,0,?,32876599.0
3032600,冻鳗鱼,624213,千克,0,?,5457165.0
3033110,冻格陵兰庸鲽鱼,5669482,千克,0,?,183909795.0
3033190,其他冻庸鲽鱼,413933,千克,0,?,16927397.0
3033200,冻鲽鱼,24606,千克,0,?,254698.0
3033300,冻鳎鱼,290977,千克,0,?,3133951.0
3033900,其他冻比目鱼,14413084,千克,0,?,135027419.0
3034200,冻黄鳍金枪鱼,356666,千克,0,?,5511336.0
3034300,冻鲣鱼或狐鲣,196790,千克,0,?,1626673.0
